phone,gender,age,state,region,income,incomeGroup,maritalStatus,employment,education,ethnicity,hispanic,product_purchased
,Female,46,TENNESSEE,South,"$55,000 to $59,999","$50,000 to $74,999",Married,Full-time homemaker,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,54,FLORIDA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Full-time homemaker,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,46,CONNECTICUT,Northeast,"$200,000 to $249,999","$150,000 or more","Separated, divorced or widowed",Employed part time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,37,TEXAS,South,"$60,000 to $64,999","$50,000 to $74,999",Married,Employed full time,Master's or professional degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,79,COLORADO,West,"$95,000 to $99,999","$75,000 to $99,999",Married,Full-time homemaker,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,59,NEW MEXICO,West,"$50,000 to $54,999","$50,000 to $74,999","Separated, divorced or widowed",Self-employed full-time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,46,TEXAS,South,"$60,000 to $64,999","$50,000 to $74,999","Separated, divorced or widowed",Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,36,CALIFORNIA,West,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,"Completed some college, but no degree",Asian - Filipino,"Yes, Mexican, Mexican American, Chicano",
,Female,43,MARYLAND,South,"$90,000 to $94,999","$75,000 to $99,999",Prefer not to say,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,66,FLORIDA,South,"$55,000 to $59,999","$50,000 to $74,999",Married,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,55,OHIO,Midwest,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed part time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,40,WEST VIRGINIA,South,"$65,000 to $69,999","$50,000 to $74,999","Separated, divorced or widowed",Full-time homemaker,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,39,FLORIDA,South,"$75,000 to $79,999","$75,000 to $99,999",Domestic partnership/living with someone,Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,42,KENTUCKY,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Self-employed full-time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,37,PENNSYLVANIA,Northeast,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,88,PENNSYLVANIA,Northeast,"$150,000 to $174,999","$150,000 or more","Separated, divorced or widowed",Employed full time,Doctorate degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,54,GEORGIA,South,"$50,000 to $54,999","$50,000 to $74,999","Separated, divorced or widowed",Employed full time,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,41,TEXAS,South,"$75,000 to $79,999","$75,000 to $99,999",Married,Employed full time,Bachelor's degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Female,55,TEXAS,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,65,ILLINOIS,Midwest,"$95,000 to $99,999","$75,000 to $99,999",Married,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,54,ALABAMA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Bachelor's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,60,ILLINOIS,Midwest,"$55,000 to $59,999","$50,000 to $74,999",Married,Employed full time,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,38,CALIFORNIA,West,"$75,000 to $79,999","$75,000 to $99,999",Married,Employed full time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,54,TENNESSEE,South,"$65,000 to $69,999","$50,000 to $74,999",Married,Full-time homemaker,Other post high school vocational training,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,60,GEORGIA,South,"$50,000 to $54,999","$50,000 to $74,999","Single, never married",Full-time homemaker,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,43,TEXAS,South,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,42,ARIZONA,West,"$75,000 to $79,999","$75,000 to $99,999",Domestic partnership/living with someone,Employed full time,Associate's degree,American Indian or Alaska Native,"No, not of Hispanic, Latino, or Spanish origin",
,Female,35,NEW YORK,Northeast,"$150,000 to $174,999","$150,000 or more",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,69,CALIFORNIA,West,"$125,000 to $149,999","$125,000 to $149,999",Domestic partnership/living with someone,Employed part time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,48,KENTUCKY,South,"$55,000 to $59,999","$50,000 to $74,999","Separated, divorced or widowed",Employed full time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,47,CONNECTICUT,Northeast,"$75,000 to $79,999","$75,000 to $99,999",Married,Full-time homemaker,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,65,PENNSYLVANIA,Northeast,"$50,000 to $54,999","$50,000 to $74,999",Prefer not to say,Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,36,VIRGINIA,South,"$100,000 to $124,999","$100,000 to $124,999","Single, never married",Student,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,62,CALIFORNIA,West,"$85,000 to $89,999","$75,000 to $99,999","Separated, divorced or widowed",Employed full time,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,47,FLORIDA,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Other type of paid work,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,44,WISCONSIN,Midwest,"$65,000 to $69,999","$50,000 to $74,999","Single, never married",Employed part time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,54,TEXAS,South,"$85,000 to $89,999","$75,000 to $99,999",Married,Employed full time,Doctorate degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,70,CALIFORNIA,West,"$55,000 to $59,999","$50,000 to $74,999",Married,Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,78,NORTH CAROLINA,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,56,TENNESSEE,South,"$75,000 to $79,999","$75,000 to $99,999",Married,Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,45,INDIANA,Midwest,"$55,000 to $59,999","$50,000 to $74,999",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,67,FLORIDA,South,"$75,000 to $79,999","$75,000 to $99,999",Domestic partnership/living with someone,Self-employed full-time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,75,INDIANA,Midwest,"$50,000 to $54,999","$50,000 to $74,999","Single, never married",Employed part time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,79,TEXAS,South,"$65,000 to $69,999","$50,000 to $74,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,63,ILLINOIS,Midwest,"$65,000 to $69,999","$50,000 to $74,999",Married,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,41,MASSACHUSETTS,Northeast,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,78,PENNSYLVANIA,Northeast,"$55,000 to $59,999","$50,000 to $74,999","Separated, divorced or widowed",Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,43,VIRGINIA,South,"$250,000 and above","$150,000 or more",Married,Self-employed full-time,Associate's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,65,MASSACHUSETTS,Northeast,"$65,000 to $69,999","$50,000 to $74,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,60,CALIFORNIA,West,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed part time,Bachelor's degree,Asian - Asian Indian,"Yes, another Hispanic, Latino, or Spanish origin - Other",
,Female,61,FLORIDA,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Employed full time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,53,FLORIDA,South,"$85,000 to $89,999","$75,000 to $99,999",Domestic partnership/living with someone,Employed full time,Master's or professional degree,Asian - Filipino,"Yes, Puerto Rican",
,Female,36,OHIO,Midwest,"$60,000 to $64,999","$50,000 to $74,999","Separated, divorced or widowed",Temporarily unemployed,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,58,VIRGINIA,South,"$55,000 to $59,999","$50,000 to $74,999",Married,Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,38,LOUISIANA,South,"$55,000 to $59,999","$50,000 to $74,999",Married,Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,45,TENNESSEE,South,"$50,000 to $54,999","$50,000 to $74,999","Single, never married",Inactive military/Veteran,Bachelor's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,43,OHIO,Midwest,"$85,000 to $89,999","$75,000 to $99,999",Domestic partnership/living with someone,Employed full time,Associate's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,48,PENNSYLVANIA,Northeast,"$50,000 to $54,999","$50,000 to $74,999","Separated, divorced or widowed",Employed full time,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,62,SOUTH CAROLINA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,42,OKLAHOMA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Self-employed full-time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,57,FLORIDA,South,"$65,000 to $69,999","$50,000 to $74,999",Married,Employed full time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,64,TEXAS,South,"$200,000 to $249,999","$150,000 or more","Separated, divorced or widowed",Unable to work,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,45,SOUTH CAROLINA,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Retired,High school graduate,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,44,ALABAMA,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,35,FLORIDA,South,"$95,000 to $99,999","$75,000 to $99,999",Married,Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,47,MARYLAND,South,"$90,000 to $94,999","$75,000 to $99,999",Married,Inactive military/Veteran,Master's or professional degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,45,KENTUCKY,South,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,52,NEW YORK,Northeast,"$75,000 to $79,999","$75,000 to $99,999",Married,Employed full time,Bachelor's degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Female,47,NEW YORK,Northeast,"$60,000 to $64,999","$50,000 to $74,999","Single, never married",Employed full time,Associate's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,64,OHIO,Midwest,"$75,000 to $79,999","$75,000 to $99,999",Married,Disabled,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,77,VERMONT,Northeast,"$150,000 to $174,999","$150,000 or more",Married,Retired,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,39,ARIZONA,West,"$175,000 to $199,999","$150,000 or more",Married,Self-employed full-time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,48,NEW JERSEY,Northeast,"$95,000 to $99,999","$75,000 to $99,999",Engaged,Employed full time,Other post high school vocational training,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,75,MINNESOTA,Midwest,"$50,000 to $54,999","$50,000 to $74,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,86,FLORIDA,South,"$125,000 to $149,999","$125,000 to $149,999",Married,Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,36,NORTH CAROLINA,South,"$55,000 to $59,999","$50,000 to $74,999",Domestic partnership/living with someone,Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,58,TEXAS,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Retired,High school graduate,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,63,ILLINOIS,Midwest,"$65,000 to $69,999","$50,000 to $74,999",Married,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,43,ILLINOIS,Midwest,"$125,000 to $149,999","$125,000 to $149,999",Engaged,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,59,GEORGIA,South,"$70,000 to $74,999","$50,000 to $74,999","Separated, divorced or widowed",Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,62,KENTUCKY,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Disabled,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,62,VIRGINIA,South,"$75,000 to $79,999","$75,000 to $99,999","Single, never married",Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,70,ALABAMA,South,"$55,000 to $59,999","$50,000 to $74,999",Married,Employed part time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,37,OHIO,Midwest,"$55,000 to $59,999","$50,000 to $74,999",Domestic partnership/living with someone,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,65,ILLINOIS,Midwest,"$75,000 to $79,999","$75,000 to $99,999",Married,Self-employed full-time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,58,NEW YORK,Northeast,"$90,000 to $94,999","$75,000 to $99,999","Separated, divorced or widowed",Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,36,VIRGINIA,South,"$60,000 to $64,999","$50,000 to $74,999","Single, never married",Employed full time,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,64,MARYLAND,South,"$55,000 to $59,999","$50,000 to $74,999","Separated, divorced or widowed",Retired,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,35,WASHINGTON,West,"$175,000 to $199,999","$150,000 or more",Married,Full-time homemaker,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,55,TENNESSEE,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Student,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,44,CALIFORNIA,West,"$65,000 to $69,999","$50,000 to $74,999","Separated, divorced or widowed",Self-employed full-time,Bachelor's degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Male,40,MARYLAND,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,High school graduate,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,64,GEORGIA,South,"$125,000 to $149,999","$125,000 to $149,999",Married,Retired,High school graduate,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,46,NORTH CAROLINA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,53,PENNSYLVANIA,Northeast,"$65,000 to $69,999","$50,000 to $74,999",Married,Disabled,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,41,TENNESSEE,South,"$65,000 to $69,999","$50,000 to $74,999","Single, never married",Self-employed full-time,Associate's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,45,MICHIGAN,Midwest,"$75,000 to $79,999","$75,000 to $99,999",Married,Employed full time,Bachelor's degree,Asian - Filipino,"Yes, Mexican, Mexican American, Chicano",
,Male,69,SOUTH CAROLINA,South,"$70,000 to $74,999","$50,000 to $74,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,52,MARYLAND,South,"$100,000 to $124,999","$100,000 to $124,999",Domestic partnership/living with someone,Employed full time,Other post high school vocational training,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,44,FLORIDA,South,"$70,000 to $74,999","$50,000 to $74,999",Domestic partnership/living with someone,Employed full time,Bachelor's degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Female,37,NEW YORK,Northeast,"$150,000 to $174,999","$150,000 or more",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,54,ILLINOIS,Midwest,"$95,000 to $99,999","$75,000 to $99,999",Married,Employed part time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,58,MISSOURI,Midwest,"$70,000 to $74,999","$50,000 to $74,999",Domestic partnership/living with someone,Self-employed part-time,High school graduate,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,60,VIRGINIA,South,"$55,000 to $59,999","$50,000 to $74,999",Married,Retired,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,37,ALABAMA,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,38,MASSACHUSETTS,Northeast,"$60,000 to $64,999","$50,000 to $74,999","Single, never married",Employed full time,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,35,OHIO,Midwest,"$175,000 to $199,999","$150,000 or more",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,77,NEW YORK,Northeast,"$125,000 to $149,999","$125,000 to $149,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,45,NEW YORK,Northeast,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,38,NEW YORK,Northeast,"$250,000 and above","$150,000 or more",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,73,PENNSYLVANIA,Northeast,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,40,IOWA,Midwest,"$100,000 to $124,999","$100,000 to $124,999","Single, never married",Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,41,FLORIDA,South,"$60,000 to $64,999","$50,000 to $74,999","Separated, divorced or widowed",Employed full time,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,38,OKLAHOMA,South,"$80,000 to $84,999","$75,000 to $99,999","Separated, divorced or widowed",Student,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,53,ALABAMA,South,"$65,000 to $69,999","$50,000 to $74,999","Separated, divorced or widowed",Retired,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,45,MISSOURI,Midwest,"$50,000 to $54,999","$50,000 to $74,999",Domestic partnership/living with someone,Disabled,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,53,GEORGIA,South,"$75,000 to $79,999","$75,000 to $99,999","Separated, divorced or widowed",Employed full time,Associate's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,74,GEORGIA,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Disabled,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,59,MICHIGAN,Midwest,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Master's or professional degree,Prefer not to answer,"No, not of Hispanic, Latino, or Spanish origin",
,Female,37,FLORIDA,South,"$85,000 to $89,999","$75,000 to $99,999",Married,Employed part time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,39,NEW YORK,Northeast,"$100,000 to $124,999","$100,000 to $124,999","Single, never married",In-between jobs / looking for work,High school graduate,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,45,VIRGINIA,South,"$150,000 to $174,999","$150,000 or more","Separated, divorced or widowed",Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,38,FLORIDA,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Employed full time,Master's or professional degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,61,FLORIDA,South,"$60,000 to $64,999","$50,000 to $74,999","Separated, divorced or widowed",Self-employed part-time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,40,MASSACHUSETTS,Northeast,"$80,000 to $84,999","$75,000 to $99,999","Single, never married",Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,46,CALIFORNIA,West,"$75,000 to $79,999","$75,000 to $99,999",Married,Employed full time,Bachelor's degree,Asian - Filipino,"Yes, Mexican, Mexican American, Chicano",
,Male,48,MICHIGAN,Midwest,"$75,000 to $79,999","$75,000 to $99,999","Separated, divorced or widowed",Self-employed full-time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,36,NEW YORK,Northeast,"$100,000 to $124,999","$100,000 to $124,999","Single, never married",Employed full time,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,45,TEXAS,South,"$125,000 to $149,999","$125,000 to $149,999",Married,Self-employed part-time,Other post high school vocational training,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,58,PENNSYLVANIA,Northeast,"$90,000 to $94,999","$75,000 to $99,999","Single, never married",Temporarily unemployed,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,54,NEW YORK,Northeast,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,68,MISSISSIPPI,South,"$65,000 to $69,999","$50,000 to $74,999",Married,Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,56,NORTH CAROLINA,South,"$60,000 to $64,999","$50,000 to $74,999",Married,Self-employed full-time,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,56,WISCONSIN,Midwest,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,35,CALIFORNIA,West,"$70,000 to $74,999","$50,000 to $74,999","Single, never married",Employed part time,"Completed some college, but no degree",American Indian or Alaska Native,"Yes, Mexican, Mexican American, Chicano",
,Male,68,SOUTH CAROLINA,South,"$65,000 to $69,999","$50,000 to $74,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,47,KENTUCKY,South,"$50,000 to $54,999","$50,000 to $74,999","Separated, divorced or widowed",Self-employed part-time,Associate's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,47,CONNECTICUT,Northeast,"$65,000 to $69,999","$50,000 to $74,999","Single, never married",Employed full time,Bachelor's degree,Asian - Filipino,"No, not of Hispanic, Latino, or Spanish origin",
,Female,53,FLORIDA,South,"$50,000 to $54,999","$50,000 to $74,999","Single, never married",Employed full time,Other post high school vocational training,Asian - Filipino,"Yes, Puerto Rican",
,Female,39,OHIO,Midwest,"$125,000 to $149,999","$125,000 to $149,999",Married,Full-time homemaker,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,56,CALIFORNIA,West,"$85,000 to $89,999","$75,000 to $99,999","Separated, divorced or widowed",Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,43,WASHINGTON,West,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,47,ALABAMA,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Employed full time,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,56,NEW YORK,Northeast,"$55,000 to $59,999","$50,000 to $74,999",Domestic partnership/living with someone,Retired,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,53,NEW HAMPSHIRE,Northeast,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,67,WASHINGTON,West,"$50,000 to $54,999","$50,000 to $74,999","Separated, divorced or widowed",Employed part time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,47,TEXAS,South,"$55,000 to $59,999","$50,000 to $74,999",Domestic partnership/living with someone,Employed full time,Associate's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,45,PENNSYLVANIA,Northeast,"$90,000 to $94,999","$75,000 to $99,999",Married,Employed full time,Master's or professional degree,White,"Yes, another Hispanic, Latino, or Spanish origin - Nicaragua",
,Male,53,CALIFORNIA,West,"$250,000 and above","$150,000 or more",Married,Employed full time,Bachelor's degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Male,51,OHIO,Midwest,"$80,000 to $84,999","$75,000 to $99,999",Domestic partnership/living with someone,Self-employed part-time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,44,FLORIDA,South,"$55,000 to $59,999","$50,000 to $74,999",Married,Temporarily unemployed,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,49,ILLINOIS,Midwest,"$95,000 to $99,999","$75,000 to $99,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,49,MARYLAND,South,"$95,000 to $99,999","$75,000 to $99,999","Single, never married",Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,73,CALIFORNIA,West,"$100,000 to $124,999","$100,000 to $124,999",Married,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,59,OREGON,West,"$150,000 to $174,999","$150,000 or more",Married,Employed full time,"Completed some college, but no degree",White,"Yes, Mexican, Mexican American, Chicano",
,Female,44,LOUISIANA,South,"$100,000 to $124,999","$100,000 to $124,999","Separated, divorced or widowed",Full-time homemaker,High school graduate,White,"Yes, another Hispanic, Latino, or Spanish origin - Other",
,Female,35,COLORADO,West,"$75,000 to $79,999","$75,000 to $99,999",Married,Full-time homemaker,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
